[11:34:19] [main/INFO]: ModLauncher running: args [--username, Foxiallis, --version, Traveller's Wonders, --gameDir, C:\Users\Nevermore\AppData\Roaming\.minecraft\versions\Traveller's Wonders, --assetsDir, C:\Users\Nevermore\AppData\Roaming\.minecraft\assets, --assetIndex, 1.19, --uuid, 600632b4bac5494ea55213b0d0fc2ebd, --accessToken, ????????, --clientId, ${clientid}, --xuid, ${auth_xuid}, --userType, mojang, --versionType, release, --width, 925, --height, 530, --launchTarget, forgeclient, --fml.forgeVersion, 43.2.11, --fml.mcVersion, 1.19.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220805.130853, -XX:+UseShenandoahGC, -XX:+AggressiveOpts, -XX:+UnlockExperimentalVMOptions, -XX:+AlwaysPreTouch, -XX:+UseStringDeduplication, -Dfml.ignorePatchDiscrepancies=true, -Dfml.ignoreInvalidMinecraftCertificates=true, -XX:-OmitStackTraceInFastThrow, -XX:+OptimizeStringConcat, -Dfml.readTimeout=180, -XX:+UseFastAccessorMethods, -Dsun.rmi.dgc.server.gcInterval=2147483646, -XX:G1NewSizePercent=20, -XX:G1ReservePercent=20, -XX:MaxGCPauseMillis=50, -XX:G1HeapRegionSize=32M]
[11:34:19] [main/INFO]: ModLauncher 10.0.8+10.0.8+main.0ef7e830 starting: java version 17.0.3 by Microsoft; OS Windows 10 arch amd64 version 10.0
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:blue_mangrove_roots Expected: 4431 Got: 9450
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:crimson_mangrove_roots Expected: 4432 Got: 9451
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:flowery_mangrove_roots Expected: 4433 Got: 9452
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:leafy_mangrove_roots Expected: 4434 Got: 9453
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:lush_mangrove_roots Expected: 4435 Got: 9454
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:muddy_mangrove_roots Expected: 4436 Got: 9455
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:thin_mangrove_roots Expected: 4437 Got: 9456
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:apple_oak_leaves Expected: 4438 Got: 9457
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:cherry_oak_leaves Expected: 4439 Got: 9458
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:dead_oak_leaves Expected: 4440 Got: 9459
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:frosted_oak_leaves Expected: 4441 Got: 9460
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:golden_oak_leaves Expected: 4442 Got: 9461
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:golden_apple_oak_leaves Expected: 4443 Got: 9462
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:golden_cherry_oak_leaves Expected: 4444 Got: 9463
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:magenta_flower_oak_leaves Expected: 4445 Got: 9464
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:orange_oak_leaves Expected: 4446 Got: 9465
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:red_oak_leaves Expected: 4447 Got: 9466
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:white_flower_oak_leaves Expected: 4448 Got: 9467
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:apple_spruce_leaves Expected: 4449 Got: 9468
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:cherry_spruce_leaves Expected: 4450 Got: 9469
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:dead_spruce_leaves Expected: 4451 Got: 9470
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:frosted_spruce_leaves Expected: 4452 Got: 9471
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:golden_spruce_leaves Expected: 4453 Got: 9472
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:golden_apple_spruce_leaves Expected: 4454 Got: 9473
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:golden_cherry_spruce_leaves Expected: 4455 Got: 9474
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:magenta_flower_spruce_leaves Expected: 4456 Got: 9475
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:orange_spruce_leaves Expected: 4457 Got: 9476
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:red_spruce_leaves Expected: 4458 Got: 9477
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:white_flower_spruce_leaves Expected: 4459 Got: 9478
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:ad_astra_ochre_froglight Expected: 4460 Got: 9479
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:ancient_ochre_froglight Expected: 4461 Got: 9480
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:barred_ochre_froglight Expected: 4462 Got: 9481
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:elemental_ochre_froglight Expected: 4463 Got: 9482
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:exposed_ochre_froglight Expected: 4464 Got: 9483
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:glass_ochre_froglight Expected: 4465 Got: 9484
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:reinforced_ochre_froglight Expected: 4466 Got: 9485
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:round_ochre_froglight Expected: 4467 Got: 9486
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:ad_astra_pearlescent_froglight Expected: 4468 Got: 9487
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:ancient_pearlescent_froglight Expected: 4469 Got: 9488
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:barred_pearlescent_froglight Expected: 4470 Got: 9489
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:elemental_pearlescent_froglight Expected: 4471 Got: 9490
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:exposed_pearlescent_froglight Expected: 4472 Got: 9491
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:glass_pearlescent_froglight Expected: 4473 Got: 9492
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:reinforced_pearlescent_froglight Expected: 4474 Got: 9493
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:round_pearlescent_froglight Expected: 4475 Got: 9494
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:ad_astra_verdant_froglight Expected: 4476 Got: 9495
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:ancient_verdant_froglight Expected: 4477 Got: 9496
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:barred_verdant_froglight Expected: 4478 Got: 9497
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:elemental_verdant_froglight Expected: 4479 Got: 9498
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:exposed_verdant_froglight Expected: 4480 Got: 9499
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:glass_verdant_froglight Expected: 4481 Got: 9500
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:reinforced_verdant_froglight Expected: 4482 Got: 9501
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:round_verdant_froglight Expected: 4483 Got: 9502
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:cracked_bone_block Expected: 4484 Got: 9503
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:crunched_bone_block Expected: 4485 Got: 9504
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:dark_bone_block Expected: 4486 Got: 9505
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:double_roped_bone_block Expected: 4487 Got: 9506
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:fractured_bone_block Expected: 4488 Got: 9507
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:gilded_basalt_bone_block Expected: 4489 Got: 9508
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:inscribed_bone_block Expected: 4490 Got: 9509
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:reinforced_bone_block Expected: 4491 Got: 9510
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:roped_bone_block Expected: 4492 Got: 9511
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:tiled_bone_block Expected: 4493 Got: 9512
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:weaved_bone_block Expected: 4494 Got: 9513
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:dark_dusted_brown_mushroom_block Expected: 4495 Got: 9514
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:dark_freckled_brown_mushroom_block Expected: 4496 Got: 9515
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:dark_scaled_brown_mushroom_block Expected: 4497 Got: 9516
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:dark_smooth_brown_mushroom_block Expected: 4498 Got: 9517
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:dark_spotted_brown_mushroom_block Expected: 4499 Got: 9518
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:dark_sprinkled_brown_mushroom_block Expected: 4500 Got: 9519
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:dusted_brown_mushroom_block Expected: 4501 Got: 9520
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:freckled_brown_mushroom_block Expected: 4502 Got: 9521
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:light_dusted_brown_mushroom_block Expected: 4503 Got: 9522
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:light_freckled_brown_mushroom_block Expected: 4504 Got: 9523
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:light_scaled_brown_mushroom_block Expected: 4505 Got: 9524
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:light_smooth_brown_mushroom_block Expected: 4506 Got: 9525
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:light_spotted_brown_mushroom_block Expected: 4507 Got: 9526
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:light_sprinkled_brown_mushroom_block Expected: 4508 Got: 9527
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:scaled_brown_mushroom_block Expected: 4509 Got: 9528
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:smooth_brown_mushroom_block Expected: 4510 Got: 9529
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:spotted_brown_mushroom_block Expected: 4511 Got: 9530
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:sprinkled_brown_mushroom_block Expected: 4512 Got: 9531
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:white_dusted_brown_mushroom_block Expected: 4513 Got: 9532
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:white_freckled_brown_mushroom_block Expected: 4514 Got: 9533
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:white_spotted_brown_mushroom_block Expected: 4515 Got: 9534
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:white_sprinkled_brown_mushroom_block Expected: 4516 Got: 9535
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:dark_dotted_red_mushroom_block Expected: 4517 Got: 9536
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:dark_dusted_red_mushroom_block Expected: 4518 Got: 9537
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:dark_freckled_red_mushroom_block Expected: 4519 Got: 9538
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:dark_smooth_red_mushroom_block Expected: 4520 Got: 9539
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:dark_spotted_red_mushroom_block Expected: 4521 Got: 9540
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:dotted_red_mushroom_block Expected: 4522 Got: 9541
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:dusted_red_mushroom_block Expected: 4523 Got: 9542
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:freckled_red_mushroom_block Expected: 4524 Got: 9543
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:light_dotted_red_mushroom_block Expected: 4525 Got: 9544
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:light_dusted_red_mushroom_block Expected: 4526 Got: 9545
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:light_freckled_red_mushroom_block Expected: 4527 Got: 9546
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:light_smooth_red_mushroom_block Expected: 4528 Got: 9547
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:light_spotted_red_mushroom_block Expected: 4529 Got: 9548
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:smooth_red_mushroom_block Expected: 4530 Got: 9549
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:spotted_red_mushroom_block Expected: 4531 Got: 9550
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:bulbed_brown_mushroom Expected: 4532 Got: 9551
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:button_brown_mushroom Expected: 4533 Got: 9552
[11:36:50] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: chipped:clustered_brown_mushroom Expected: 4534 Got: 9553
